avg_temperature,household_size,house_taxes,bill
21.083807490514005,4,2341.4,339.825364717519
17.945660616744327,2,4061.8199999999997,317.3359240758777
10.818872083416059,1,2616.2599999999998,304.32736950522286
26.491014648915723,1,4835.5,316.29110823121016
0.8114292070162357,3,5853.5,308.869530352189
2.8409076652979115,2,3104.9,311.1247197697553
15.647378060974077,4,4469.0199999999995,307.3314170261679
6.187138753708066,0,4591.18,295.5354444376602
0.5932468839835989,1,2219.24,313.95541868617556
1.1575567334236707,0,4194.16,301.3885848673035
8.359785071701353,1,2840.22,307.2752073357028
4.914442750260972,2,4061.8199999999997,302.5198874046021
1.3800314822319293,1,3430.66,318.94398364536505
4.52287139789674,1,3990.56,296.98176356553097
-6.401662486563761,5,2422.84,330.66953051753666
15.900380391834783,2,2819.86,302.4224648164253
-1.9133662171269705,4,7482.3,320.0138838265984
-5.196124923126056,2,3797.14,298.9999318830795
3.4852759848307553,3,1822.22,320.676672059126
-12.647299375063895,2,3858.22,317.3368062159515
10.215833371883537,4,5955.3,301.1418223724277
8.511661440660415,1,4703.16,292.719232228363
0.25244849014362414,1,1476.1,346.0963813544048
0.6921625754206224,1,4713.34,298.7009906626896
8.179377325626467,1,99999.0,306.6583093971687
3.7182600347676105,1,2707.88,327.02738499477783
1.3654039917083085,2,2137.7999999999997,319.3642946326667
4.9552585007651,2,5049.28,296.984492481343
2.995442067524568,1,3451.02,297.2201886444247
6.1043676597569,2,3725.88,296.89307828407016
10.447837162526678,4,4489.38,321.61561559225584
6.9411909092243675,3,2575.54,317.15008467046613
7.575507650110789,1,1618.62,304.94466412817656
10.797899856740298,2,4448.66,295.2881468260174
7.693482837192058,2,3532.46,297.1516329534061
0.7252960984465302,2,1486.28,323.4853844787954
5.86111589441224,2,3674.98,298.07152842402064
4.591934689356448,1,3440.8399999999997,295.78089878571825
3.486016065367378,1,4998.38,296.5558050347917
15.4789318974474,2,4672.62,298.39777649531425
8.715943561441556,3,4031.2799999999997,314.31870751042266
10.931648301635096,2,4295.96,295.95961399998384
8.319668920330642,0,5059.46,299.0737794584748
12.211676673795615,1,2738.42,304.99838666769745
6.105745241861111,3,1465.92,331.4721940392352
-2.6884325947126726,2,1964.74,320.64281693875574
14.591869423453666,1,4530.099999999999,301.7153659954737
1.636096769924182,1,3064.18,300.4636510167372
12.653263420138266,1,3186.3399999999997,305.2809133995642
10.541027011266848,1,4112.72,291.3759888129583
3.341636636033267,3,2840.22,304.7781838331575
-2.314221077511651,1,2809.68,317.5897983326096
-8.02950636708674,2,3491.74,303.7407684949095
10.488431536653463,1,1832.3999999999999,304.0151309250246
9.764932856659748,2,3298.3199999999997,310.34763160450734
9.253805514163995,3,3247.42,314.6995810637697
12.80415258241727,1,4489.38,290.4846579383351
14.87146036539226,1,3980.38,294.0174824935516
-2.974420208356113,1,1476.1,319.1624676151188
-7.105568336413319,3,4469.0199999999995,314.9861225480398
-0.07971224781747654,1,2402.48,313.67882991789287
6.3942335153548004,1,4133.08,293.7563228360258
19.614017818780834,1,4794.78,302.2598948327273
0.407944394266901,3,9793.16,310.66053079201697
3.0812516891519444,2,2768.96,321.8943172630262
5.500536233733663,2,2921.66,313.707344646112
-3.293413351477149,2,2911.48,316.76238144449434
2.7305944225173326,1,1465.92,310.53147410112445
14.434344544891076,2,3685.16,295.89749074030703
-7.432089784377465,2,3593.54,320.64346010724626
9.92900217955965,2,4031.2799999999997,300.12657777157614
5.572069069145338,4,4988.2,308.16822237943995
4.0832897700101505,4,4072.0,308.07609063088876
5.977815549531909,0,4916.94,296.2777022325956
-0.16785595091045824,0,3603.72,308.0314984700158
11.64547092092836,1,1140.1599999999999,319.07898919757173
-4.820102771189942,2,2494.1,315.8064411530477
10.851546946888504,2,3695.3399999999997,297.52048022741326
6.637507608581647,3,4031.2799999999997,303.91039256881214
-2.341377279015192,2,2321.04,326.4143786622962
5.9136096472332245,3,4479.2,300.90116913582267
10.84332153240259,2,5446.3,297.13470218627657
-0.5611622981661775,0,3807.3199999999997,298.34024044206325
7.125792506781935,4,4407.94,308.80234801185213
6.82974557576242,3,4082.18,307.4030345059851
4.493815506482358,2,3237.24,299.91170116491173
3.703618291721931,4,5802.599999999999,310.49165487026625
-9.097869745185278,2,4499.5599999999995,310.1009515856738
-4.26883275246774,2,3939.66,305.80338600241464
3.191684837460591,2,5812.78,301.95380933061625
-6.560064635991917,3,7390.679999999999,314.3055117113897
0.6696681198179593,4,2595.9,335.17227050064287
12.966722562767348,2,4082.18,296.0944458489283
1.6451648643660413,1,2341.4,316.1988820180411
17.678129886907477,3,3318.68,325.5322614628784
-7.211716061589095,2,3481.56,327.330671324567
-3.084082386093746,4,8408.68,317.91354891467716
-5.6551469708893025,3,3471.38,310.9308860630655
3.08555523421364,1,3644.44,293.97729801795776
27.62882768457976,1,3654.62,313.7061864861545
0.30701188806418767,0,3980.38,302.36130739680004
-2.297241209468597,4,5914.58,311.58165251955506
2.0876234314276276,3,4845.68,307.03663621464716
21.403889964414866,1,3298.3199999999997,306.3140244294692
-6.299307623824144,1,4204.34,300.4498256967195
6.384541260693989,4,4937.3,305.93409428455766
19.16930520806606,2,3084.54,303.63257815295475
7.496662414471442,2,2402.48,313.2895140994543
5.60550011339485,3,3654.62,303.49009972153584
2.7889655753764178,1,4295.96,299.27192560541494
8.053162684889575,1,4581.0,293.63361436938067
3.4343120834646546,3,3552.8199999999997,303.86019385899516
3.3443710855466176,2,2667.16,304.1557415319158
0.1283440804752729,3,3471.38,305.5981662761417
4.4437579358912505,2,4591.18,300.9713010625306
15.931036368636619,3,4102.54,302.8764856082433
14.294308231293538,3,2911.48,312.8656999173444
-4.599376783685195,3,2626.44,328.14376251516086
-2.485092268152987,3,1812.04,331.82319726216696
2.6257936789416716,5,3227.06,315.9648260596631
-6.1158338621609944,1,2270.14,320.7622527315723
5.591251587779621,2,4418.12,298.00251716409264
16.715814988603388,1,2270.14,307.5161882114893
2.468459095437801,1,3736.06,297.1687971408801
13.163845359878323,3,3644.44,302.4509660685063
20.14117627115962,2,4092.3599999999997,308.54791366005804
-4.644920455345972,2,7930.219999999999,301.73188667603733
-7.23250041533866,1,3512.1,302.4929510639749
-5.315664837216224,3,2056.36,339.9251488428644
-4.585961688547738,2,5018.74,305.8171135814594
12.390449426780712,2,4530.099999999999,301.1917757662894
-1.3689357927708743,0,4245.0599999999995,299.5402954625081
12.982623262247131,1,2015.6399999999999,302.94641186864953
1.1784279385815464,2,6637.36,300.04861801075265
8.502803390487795,1,5639.72,294.00741204546586
18.83948325546668,2,3267.7799999999997,306.29132891940225
-18.335941723887863,3,1241.96,382.32921651073184
-12.287037404670293,1,3786.96,305.4992113544247
1.3842700291183139,0,1537.18,315.1306678045727
24.9426236416,4,3115.08,351.3581493075315
21.173700092537008,2,4133.08,330.59488329818555
-2.890686957694025,1,4265.42,299.980450739498
10.424675620437032,3,3603.72,299.7021704958918
-1.1722428076426334,2,2137.7999999999997,325.0348670456457
7.912721994331582,3,3094.72,320.9881520698411
17.520859598166602,2,6464.3,296.62723979123024
0.3881455708222057,3,3756.42,308.95574564496974
22.08055741203982,4,1964.74,344.0799163226508
9.003480942128048,3,2718.06,302.5213267537316
9.39569682366512,2,2361.7599999999998,309.279262605926
-4.105204513337013,3,2117.44,325.4756217217042
2.761069908189638,1,2707.88,310.1653020680042
8.413588198367979,2,2351.58,311.180913804137
10.968940073922582,3,3837.8599999999997,302.4323926679095
8.619872497375834,1,6087.639999999999,291.9923151714539
7.288711393322172,1,2382.12,307.3331082730309
11.011012263402163,2,3746.24,298.7630910172386
1.0002469449106188,2,3400.12,298.7124308025194
-0.6393255758578382,3,4082.18,325.13869769921416
1.0021813351665765,3,4346.86,307.04435610296895
-7.189091256954684,0,3440.8399999999997,316.9645460957315
5.423790704717552,1,6963.12,291.2462460855653
8.647704456014107,1,2830.04,295.10953740172374
4.873601497697109,3,2310.86,322.54648132602074
-3.626211855656136,2,4275.599999999999,311.38602737874595
0.09810713443851782,1,4021.1,297.99297271371984
8.695419946905941,5,6087.639999999999,308.5659858548718
9.308672026058257,0,3980.38,298.4322188908244
1.342063873881064,1,7217.62,300.6825025080627
10.872054978246133,2,2860.58,296.118783913184
13.295472828739637,1,1394.6599999999999,315.84191592996626
3.843464672029839,4,4418.12,314.72592890443
-6.70335797717395,2,2483.92,309.1904867026477
-6.648602590462725,2,3135.44,327.8628226260559
0.6468839522344001,1,4794.78,299.7016683243985
9.686510072169952,3,3644.44,296.968069483779
-3.636072690402365,1,3970.2,300.4704706385668
13.3180728363787,3,2249.7799999999997,311.3629195318399
10.0705843678587,3,3786.96,297.3861502347536
-4.1257405993195535,2,6505.0199999999995,309.07050771410843
1.7470268265848405,3,3084.54,307.9689001430402
6.55345264767152,2,3715.7,300.9082542006909
0.2086743380609053,5,3766.6,318.1816293272896
10.713672275714366,4,4448.66,304.9728161600076
0.724221447066864,0,2942.02,318.39304243064
-8.691329822165464,2,2341.4,339.6136245367058
14.188865585064637,1,2779.14,299.74472791637186
17.433075583784806,2,1476.1,325.1713075064317
1.2345513869086608,4,2758.7799999999997,335.85400186558553
-0.0709505882366388,1,5303.78,301.8026773865904
13.247800321195164,2,2687.52,309.28646715867745
-4.29811428217038,4,4855.86,317.10859029356646
9.806183914100188,2,3817.5,296.67898787875924
5.698087381615899,2,4428.3,301.7682851532252
6.0059449257091275,2,1761.1399999999999,315.42812666003374
17.986400173424972,2,4469.0199999999995,300.2612507079477
2.1504763837261174,2,4418.12,304.9595131500905
-5.222701811479015,3,3400.12,312.7173597737586
10.30068423806628,4,2870.7599999999998,303.51806705178075
4.70002154829294,2,3400.12,299.9430096923903
-10.02441639342598,1,5201.98,302.1298200101671
-0.3835203331151469,0,3970.2,299.0896265471509
10.714049828754177,2,3624.08,293.04758221843144
8.127786691674956,3,5894.22,296.5556798140814
-12.73265597112676,5,2707.88,336.95015533485366
-2.2905584095507177,1,4906.76,302.0212068004103
15.275096148671302,2,4183.98,311.6976119259245
10.530826558308028,4,2473.74,320.9680768908302
